DISTRICT,ACTIVITY,DATE,RATINGS,PARTY,ASSEMBLY
Coimbatore,"On the advice of the President of the Association, Mr. C.R.Ramachandran, Secretary, Coimbatore Northern District, Mr. S. Surendran, Secretary, Western Union, Karamada, provided essential items to Divya who sought the assistance of the Association.",23-05-2020,1.41,DMK,METTUPPALAYAM
Coimbatore,"On the advice of the President of the Corporation, the Northern District Secretary of Coimbatore, Mr. C.R.Ramachandran, Mettupalayam City Secretary, Mohammed Younis, sought the assistance of the Association and Abhi Rahman, Kausalya and Sara Begum provided essential items.",23-05-2020,1.41,DMK,COIMBATORE (NORTH)
Coimbatore,"On the advice of the Chairman of the Association, Northern District Secretary C.R.Ramachandran, State Agricultural Workers Assistant Secretary P.Arunkumar distributed relief items to 100 poor families in the Paragarashi area of ??Karamadai.",23-05-2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the advice of the Chairman of the Association, Northern District Secretary C.R.Ramachandran, Mr. S. Surendran, Union Secretary, Karamadai (May), distributed relief items to 100 hill people in the Nellikarai Panchayat, Vilaramathur and Poothappallum areas.",23-05-2020,2.83,DMK,METTUPPALAYAM
Coimbatore,The sibling siblings are helping with such a “come together” initiative for a family of countless families whose lives have been affected by the loss of essential supplies.,23-05-2020,2.83,DMK,Unassigned
Tiruppur,"The Chairman of the Association, Tirupur Southern District Secretary Mr. Ila Padmanabhan presented a bag of 5 kg rice packets to 25 persons in Wellakovil areas. # Makkalpaniyiltimuka",23-05-2020,1.73,DMK,TIRUPPUR (SOUTH)
Tiruppur,"The Chairman of the Association, Tirupur (Southern) District Secretary Mr. Ila Padmanabhan presented the bags of rice to 1674 families at the Chennimalai Union Periodicals organized by the Association's Higher Executive Committee Mr.MPP Saminathan. # Makkalpaniyiltimuka",23-05-2020,4.58,DMK,Unassigned
Tiruppur,"On the advice of the Chairman of the Association, Tirupur Northern District Secretary, Mr. K. Selvaraj, Information Technology Team, Palladam Volume Coordinator, Mr.Makesh Kumar distributed the grocery items to Palladium Union areas. # Makkalpaniyiltimuka",23-05-2020,2.83,DMK,PALLADAM
Tiruppur,"Chairman of the Association, Tirupur North District Secretary Selvaraj has donated rice, groceries, fruits, vegetables and tens of thousands of rupees to the 25 mentally retarded children in Thirumurugan Pundi Vanjipalayam area. # Makkalpaniyiltimuka",23-05-2020,2,DMK,Unassigned
Nilgiris,The District Secretary Mr. @ BMMubarak2 provided relief to the poor simple families who came to the Nilgiris District Office for relief and provided them with rice and vegetables for 10 days. # Makkalpaniyiltimuka,23-05-2020,2.83,DMK,Unassigned
Nilgiris,"The Chairman of the Association, Mr. K. Pandiyaraj, Member of the Executive Committee of Cuddalore, presented 500  of automobile and rental car drivers five kilos of rice, two packets of biscuits and a quarter kg of Teeth. # Makkalpaniyiltimuka",23-05-2020,3.46,DMK,Unassigned
Coimbatore,"Under the guidance of the Chairman of the Association, District Secretary Mr. CR Ramachandran,Mr. Surendran, Secretary, Western Union, Karamada, presented the rice and financial support to the Chairman of the Karadai Parur Corporation, Mr. Surendran.",24-05-2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the advice of the Chairman of the Association, Mr. C.R.Ramachandran, the Northern District Secretary of Coimbatore, Mr. S. Surendran, Secretary, Western Union, Karamadai, gave the assistance of Sivakumar and Vanaja, a cardiologist who sought the assistance of the Association.",24-05-2020,2.83,DMK,METTUPPALAYAM
Coimbatore,"On the instructions of the Chairman of the Corporation, North MCR C.R.Ramachandran, in the presence of Karakady PCR Venkatesh, distributed relief goods to 80 head drivers, motorists and pavement dealers.",24-05-2020,1.73,DMK,Unassigned
Coimbatore,"On the advice of the Chairman of the Association, Coimbatore Municipal District (K) District Collector N Karthik MLA, Sai Baba Colony, KK Budhur 11th Circle Secretary KM Ravi presided over Ramzanpandikti and distributed 120 Islamic families with rice and groceries.",24-05-2020,2.83,DMK,Unassigned
Tiruppur,"Southern District Secretary Mr. Ila Padmanabhan, Chairman of the Association, presented a bag of five kg of rice to 997 families in the Kankayam (Southern) Union Territory under the arrangement of the High Level Executive Committee of the Association. # Makkalpaniyiltimuka",24-05-2020,3.74,DMK,KANGAYAM
Tiruppur,"On the advice of the Chairman of the Association, Northern District Secretary K. Selvaraj and Veerabandi Area Secretary Murugasamy advised 20 poor families in the Andipalayam area to distribute rice and vegetables to the volunteer organizer P. Kalaikhelvi. # Makkalpaniyiltimuka",24-05-2020,1.73,DMK,Unassigned
Tiruppur,"Relief items were distributed to 30 farmer families at Parayur village, Madangukulam block on behalf of the People's Justice Society of Tirupur Southwest",24-05-2020,1.73,MNM,MADATHUKULAM
Erode,"# Auto Workers Free #veatti, #Shirt, #Rice State General Secretary #Vidiyalsekhar Ex MLA in erode palaya palayam",24-05-2020,2.83,TMC,Unassigned
Coimbatore,nil,24-05-2020,0,AIADMK,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,BJP TN,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,DMDK,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,DMK,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,INC TN,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,IUML,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,MNM,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,NTK,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,PMC,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,TMC,COIMBATORE (NORTH)
Coimbatore,nil,24-05-2020,0,AIADMK,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,BJP TN,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,DMDK,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,DMK,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,INC TN,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,IUML,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,MNM,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,NTK,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,PMC,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,TMC,COIMBATORE (SOUTH)
Coimbatore,nil,24-05-2020,0,AIADMK,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,BJP TN,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,DMDK,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,DMK,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,INC TN,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,IUML,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,MNM,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,NTK,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,PMC,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,TMC,KAVUNDAMPALAYAM
Coimbatore,nil,24-05-2020,0,AIADMK,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,BJP TN,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,DMDK,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,DMK,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,INC TN,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,IUML,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,MNM,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,NTK,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,PMC,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,TMC,KINATHUKADAVU
Coimbatore,nil,24-05-2020,0,AIADMK,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,BJP TN,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,DMDK,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,DMK,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,INC TN,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,IUML,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,MNM,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,NTK,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,PMC,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,TMC,METTUPPALAYAM
Coimbatore,nil,24-05-2020,0,AIADMK,POLLACHI
Coimbatore,nil,24-05-2020,0,BJP TN,POLLACHI
Coimbatore,nil,24-05-2020,0,DMDK,POLLACHI
Coimbatore,nil,24-05-2020,0,DMK,POLLACHI
Coimbatore,nil,24-05-2020,0,INC TN,POLLACHI
Coimbatore,nil,24-05-2020,0,IUML,POLLACHI
Coimbatore,nil,24-05-2020,0,MNM,POLLACHI
Coimbatore,nil,24-05-2020,0,NTK,POLLACHI
Coimbatore,nil,24-05-2020,0,PMC,POLLACHI
Coimbatore,nil,24-05-2020,0,TMC,POLLACHI
Coimbatore,nil,24-05-2020,0,AIADMK,SINGANALLUR
Coimbatore,nil,24-05-2020,0,BJP TN,SINGANALLUR
Coimbatore,nil,24-05-2020,0,DMDK,SINGANALLUR
Coimbatore,nil,24-05-2020,0,DMK,SINGANALLUR
Coimbatore,nil,24-05-2020,0,INC TN,SINGANALLUR
Coimbatore,nil,24-05-2020,0,IUML,SINGANALLUR
Coimbatore,nil,24-05-2020,0,MNM,SINGANALLUR
Coimbatore,nil,24-05-2020,0,NTK,SINGANALLUR
Coimbatore,nil,24-05-2020,0,PMC,SINGANALLUR
Coimbatore,nil,24-05-2020,0,TMC,SINGANALLUR
Coimbatore,nil,24-05-2020,0,AIADMK,SULUR
Coimbatore,nil,24-05-2020,0,BJP TN,SULUR
Coimbatore,nil,24-05-2020,0,DMDK,SULUR
Coimbatore,nil,24-05-2020,0,DMK,SULUR
Coimbatore,nil,24-05-2020,0,INC TN,SULUR
Coimbatore,nil,24-05-2020,0,IUML,SULUR
Coimbatore,nil,24-05-2020,0,MNM,SULUR
Coimbatore,nil,24-05-2020,0,NTK,SULUR
Coimbatore,nil,24-05-2020,0,PMC,SULUR
Coimbatore,nil,24-05-2020,0,TMC,SULUR
Coimbatore,nil,24-05-2020,0,AIADMK,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,BJP TN,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,DMDK,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,DMK,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,INC TN,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,IUML,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,MNM,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,NTK,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,PMC,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,TMC,THONDAMUTHUR
Coimbatore,nil,24-05-2020,0,AIADMK,VALPARAI
Coimbatore,nil,24-05-2020,0,BJP TN,VALPARAI
Coimbatore,nil,24-05-2020,0,DMDK,VALPARAI
Coimbatore,nil,24-05-2020,0,DMK,VALPARAI
Coimbatore,nil,24-05-2020,0,INC TN,VALPARAI
Coimbatore,nil,24-05-2020,0,IUML,VALPARAI
Coimbatore,nil,24-05-2020,0,MNM,VALPARAI
Coimbatore,nil,24-05-2020,0,NTK,VALPARAI
Coimbatore,nil,24-05-2020,0,PMC,VALPARAI
Coimbatore,nil,24-05-2020,0,TMC,VALPARAI
Erode,nil,24-05-2020,0,AIADMK,ANTHIYUR
Erode,nil,24-05-2020,0,BJP TN,ANTHIYUR
Erode,nil,24-05-2020,0,DMDK,ANTHIYUR
Erode,nil,24-05-2020,0,DMK,ANTHIYUR
Erode,nil,24-05-2020,0,INC TN,ANTHIYUR
Erode,nil,24-05-2020,0,IUML,ANTHIYUR
Erode,nil,24-05-2020,0,MNM,ANTHIYUR
Erode,nil,24-05-2020,0,NTK,ANTHIYUR
Erode,nil,24-05-2020,0,PMC,ANTHIYUR
Erode,nil,24-05-2020,0,TMC,ANTHIYUR
Erode,nil,24-05-2020,0,AIADMK,BHAVANI
Erode,nil,24-05-2020,0,BJP TN,BHAVANI
Erode,nil,24-05-2020,0,DMDK,BHAVANI
Erode,nil,24-05-2020,0,DMK,BHAVANI
Erode,nil,24-05-2020,0,INC TN,BHAVANI
Erode,nil,24-05-2020,0,IUML,BHAVANI
Erode,nil,24-05-2020,0,MNM,BHAVANI
Erode,nil,24-05-2020,0,NTK,BHAVANI
Erode,nil,24-05-2020,0,PMC,BHAVANI
Erode,nil,24-05-2020,0,TMC,BHAVANI
Erode,nil,24-05-2020,0,AIADMK,BHAVANISAGAR
Erode,nil,24-05-2020,0,BJP TN,BHAVANISAGAR
Erode,nil,24-05-2020,0,DMDK,BHAVANISAGAR
Erode,nil,24-05-2020,0,DMK,BHAVANISAGAR
Erode,nil,24-05-2020,0,INC TN,BHAVANISAGAR
Erode,nil,24-05-2020,0,IUML,BHAVANISAGAR
Erode,nil,24-05-2020,0,MNM,BHAVANISAGAR
Erode,nil,24-05-2020,0,NTK,BHAVANISAGAR
Erode,nil,24-05-2020,0,PMC,BHAVANISAGAR
Erode,nil,24-05-2020,0,TMC,BHAVANISAGAR
Erode,nil,24-05-2020,0,AIADMK,ERODE (EAST)
Erode,nil,24-05-2020,0,BJP TN,ERODE (EAST)
Erode,nil,24-05-2020,0,DMDK,ERODE (EAST)
Erode,nil,24-05-2020,0,DMK,ERODE (EAST)
Erode,nil,24-05-2020,0,INC TN,ERODE (EAST)
Erode,nil,24-05-2020,0,IUML,ERODE (EAST)
Erode,nil,24-05-2020,0,MNM,ERODE (EAST)
Erode,nil,24-05-2020,0,NTK,ERODE (EAST)
Erode,nil,24-05-2020,0,PMC,ERODE (EAST)
Erode,nil,24-05-2020,0,TMC,ERODE (EAST)
Erode,nil,24-05-2020,0,AIADMK,ERODE (WEST)
Erode,nil,24-05-2020,0,BJP TN,ERODE (WEST)
Erode,nil,24-05-2020,0,DMDK,ERODE (WEST)
Erode,nil,24-05-2020,0,DMK,ERODE (WEST)
Erode,nil,24-05-2020,0,INC TN,ERODE (WEST)
Erode,nil,24-05-2020,0,IUML,ERODE (WEST)
Erode,nil,24-05-2020,0,MNM,ERODE (WEST)
Erode,nil,24-05-2020,0,NTK,ERODE (WEST)
Erode,nil,24-05-2020,0,PMC,ERODE (WEST)
Erode,nil,24-05-2020,0,TMC,ERODE (WEST)
Erode,nil,24-05-2020,0,AIADMK,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,BJP TN,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,DMDK,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,DMK,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,INC TN,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,IUML,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,MNM,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,NTK,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,PMC,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,TMC,GOBICHETTIPALAYAM
Erode,nil,24-05-2020,0,AIADMK,MODAKKURICHI
Erode,nil,24-05-2020,0,BJP TN,MODAKKURICHI
Erode,nil,24-05-2020,0,DMDK,MODAKKURICHI
Erode,nil,24-05-2020,0,DMK,MODAKKURICHI
Erode,nil,24-05-2020,0,INC TN,MODAKKURICHI
Erode,nil,24-05-2020,0,IUML,MODAKKURICHI
Erode,nil,24-05-2020,0,MNM,MODAKKURICHI
Erode,nil,24-05-2020,0,NTK,MODAKKURICHI
Erode,nil,24-05-2020,0,PMC,MODAKKURICHI
Erode,nil,24-05-2020,0,TMC,MODAKKURICHI
Erode,nil,24-05-2020,0,AIADMK,PERUNDURAI
Erode,nil,24-05-2020,0,BJP TN,PERUNDURAI
Erode,nil,24-05-2020,0,DMDK,PERUNDURAI
Erode,nil,24-05-2020,0,DMK,PERUNDURAI
Erode,nil,24-05-2020,0,INC TN,PERUNDURAI
Erode,nil,24-05-2020,0,IUML,PERUNDURAI
Erode,nil,24-05-2020,0,MNM,PERUNDURAI
Erode,nil,24-05-2020,0,NTK,PERUNDURAI
Erode,nil,24-05-2020,0,PMC,PERUNDURAI
Erode,nil,24-05-2020,0,TMC,PERUNDURAI
Nilgiris,nil,24-05-2020,0,AIADMK,COONOOR
Nilgiris,nil,24-05-2020,0,BJP TN,COONOOR
Nilgiris,nil,24-05-2020,0,DMDK,COONOOR
Nilgiris,nil,24-05-2020,0,DMK,COONOOR
Nilgiris,nil,24-05-2020,0,INC TN,COONOOR
Nilgiris,nil,24-05-2020,0,IUML,COONOOR
Nilgiris,nil,24-05-2020,0,MNM,COONOOR
Nilgiris,nil,24-05-2020,0,NTK,COONOOR
Nilgiris,nil,24-05-2020,0,PMC,COONOOR
Nilgiris,nil,24-05-2020,0,TMC,COONOOR
Nilgiris,nil,24-05-2020,0,AIADMK,GUDALUR
Nilgiris,nil,24-05-2020,0,BJP TN,GUDALUR
Nilgiris,nil,24-05-2020,0,DMDK,GUDALUR
Nilgiris,nil,24-05-2020,0,DMK,GUDALUR
Nilgiris,nil,24-05-2020,0,INC TN,GUDALUR
Nilgiris,nil,24-05-2020,0,IUML,GUDALUR
Nilgiris,nil,24-05-2020,0,MNM,GUDALUR
Nilgiris,nil,24-05-2020,0,NTK,GUDALUR
Nilgiris,nil,24-05-2020,0,PMC,GUDALUR
Nilgiris,nil,24-05-2020,0,TMC,GUDALUR
Nilgiris,nil,24-05-2020,0,AIADMK,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,BJP TN,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,DMDK,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,DMK,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,INC TN,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,IUML,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,MNM,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,NTK,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,PMC,UDHAGAMANDALAM
Nilgiris,nil,24-05-2020,0,TMC,UDHAGAMANDALAM
Tiruppur,nil,24-05-2020,0,AIADMK,AVANASHI
Tiruppur,nil,24-05-2020,0,BJP TN,AVANASHI
Tiruppur,nil,24-05-2020,0,DMDK,AVANASHI
Tiruppur,nil,24-05-2020,0,DMK,AVANASHI
Tiruppur,nil,24-05-2020,0,INC TN,AVANASHI
Tiruppur,nil,24-05-2020,0,IUML,AVANASHI
Tiruppur,nil,24-05-2020,0,MNM,AVANASHI
Tiruppur,nil,24-05-2020,0,NTK,AVANASHI
Tiruppur,nil,24-05-2020,0,PMC,AVANASHI
Tiruppur,nil,24-05-2020,0,TMC,AVANASHI
Tiruppur,nil,24-05-2020,0,AIADMK,DHARAPURAM
Tiruppur,nil,24-05-2020,0,BJP TN,DHARAPURAM
Tiruppur,nil,24-05-2020,0,DMDK,DHARAPURAM
Tiruppur,nil,24-05-2020,0,DMK,DHARAPURAM
Tiruppur,nil,24-05-2020,0,INC TN,DHARAPURAM
Tiruppur,nil,24-05-2020,0,IUML,DHARAPURAM
Tiruppur,nil,24-05-2020,0,MNM,DHARAPURAM
Tiruppur,nil,24-05-2020,0,NTK,DHARAPURAM
Tiruppur,nil,24-05-2020,0,PMC,DHARAPURAM
Tiruppur,nil,24-05-2020,0,TMC,DHARAPURAM
Tiruppur,nil,24-05-2020,0,AIADMK,KANGAYAM
Tiruppur,nil,24-05-2020,0,BJP TN,KANGAYAM
Tiruppur,nil,24-05-2020,0,DMDK,KANGAYAM
Tiruppur,nil,24-05-2020,0,DMK,KANGAYAM
Tiruppur,nil,24-05-2020,0,INC TN,KANGAYAM
Tiruppur,nil,24-05-2020,0,IUML,KANGAYAM
Tiruppur,nil,24-05-2020,0,MNM,KANGAYAM
Tiruppur,nil,24-05-2020,0,NTK,KANGAYAM
Tiruppur,nil,24-05-2020,0,PMC,KANGAYAM
Tiruppur,nil,24-05-2020,0,TMC,KANGAYAM
Tiruppur,nil,24-05-2020,0,AIADMK,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,BJP TN,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,DMDK,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,DMK,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,INC TN,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,IUML,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,MNM,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,NTK,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,PMC,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,TMC,MADATHUKULAM
Tiruppur,nil,24-05-2020,0,AIADMK,PALLADAM
Tiruppur,nil,24-05-2020,0,BJP TN,PALLADAM
Tiruppur,nil,24-05-2020,0,DMDK,PALLADAM
Tiruppur,nil,24-05-2020,0,DMK,PALLADAM
Tiruppur,nil,24-05-2020,0,INC TN,PALLADAM
Tiruppur,nil,24-05-2020,0,IUML,PALLADAM
Tiruppur,nil,24-05-2020,0,MNM,PALLADAM
Tiruppur,nil,24-05-2020,0,NTK,PALLADAM
Tiruppur,nil,24-05-2020,0,PMC,PALLADAM
Tiruppur,nil,24-05-2020,0,TMC,PALLADAM
Tiruppur,nil,24-05-2020,0,AIADMK,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,BJP TN,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,DMDK,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,DMK,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,INC TN,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,IUML,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,MNM,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,NTK,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,PMC,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,TMC,TIRUPPUR (NORTH)
Tiruppur,nil,24-05-2020,0,AIADMK,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,BJP TN,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,DMDK,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,DMK,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,INC TN,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,IUML,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,MNM,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,NTK,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,PMC,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,TMC,TIRUPPUR (SOUTH)
Tiruppur,nil,24-05-2020,0,AIADMK,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,BJP TN,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,DMDK,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,DMK,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,INC TN,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,IUML,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,MNM,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,NTK,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,PMC,UDUMALAIPETTAI
Tiruppur,nil,24-05-2020,0,TMC,UDUMALAIPETTAI
Coimbatore,"On the advice of the Chairman of the Corporation, Mr. K Karthik MLA of the Coimbatore Municipal East District, Mr. M Karthik MLA, on behalf of the 76th Circle, presented relief items to a family of outsiders and a month's pill they requested.",25-05-2020,2.83,DMK,Unassigned
Coimbatore,"Relief items were provided to Pollachi musicians under the organizing of the Pollachi City Youth Organizer Rajeev Gandhi under the leadership of the Chairman of the Association, Mr. Thendral Selvaraj. City council executives were present",25-05-2020,2.83,DMK,POLLACHI
Coimbatore,"On the advice of KR Ramachandran, the District Secretary of the Northern Province of Periyaneyakanpayam Union, Somayampalayam Divisional Secretary R. Anandakumar donated 5 kg of rice to 200 families at Kupanayakan Palayam.",25-05-2020,3.16,DMK,Unassigned
Tiruppur,"The Chairman of the Association, Thirupur South District Secretary Mr. Ila Padmanabhan, headed by the Chairman of the Association, Mr. MMP Saminathan, a member of the Higher Executive Committee of the Corporation, distributed rice bags and food items to the South Union Territory of Chennimalai. # Makkalpaniyiltimuka",25-05-2020,2.83,DMK,Unassigned
Tiruppur,"The Chairman of the Association, Chairman of the Southern Provincial Council, Mr. DMP Saminathan, a member of the Southern Working Committee headed by the Chairman of the Southern Provincial Council, handed over rice bags to 340 families belonging to the Kankayam Urban Council and the Barber Workers Union. # Makkalpaniyiltimuka",25-05-2020,3.16,DMK,KANGAYAM
Tiruppur,"On the advice of the President of the Association, Tirupur Northern District Secretary K. Selvaraj, Veerabandi Area Secretary Murugasamy chaired the women's volunteer organizer Mrs.P.Kalaichelvi distributed vegetables to 35 poor families. # Makkalpaniyiltimuka",25-05-2020,1.73,DMK,TIRUPPUR (NORTH)
Tiruppur,"On the advice of the Chairman of the Association, Tirupur (District) District Secretary, Mr. K. Selvaraj, Municipal Women's Volunteer Organizer P.Kalaichelvi in ??Veerabandi area, 39th Circle, Andipalayam, Mullai, distributed rice and vegetables to the cleaning staff. # Makkalpaniyiltimuka",25-05-2020,2.83,DMK,Unassigned
Tiruppur,"Essential items were provided by the President of the Southern District Secretary Mr. Ila Padmanabhan and Mr. S. Selvaraj, Secretary, Eastern Union Club, Udumalaipete. # Makkalpaniyiltimuka",25-05-2020,2.83,DMK,Unassigned
Nilgiris,"The President of the Association, Mr. K Ramachandran, Secretary of the Electoral Task Force in Edappally, Nilgiris District, distributed rice and groceries to poor families. # Makkalpaniyiltimuka",25-05-2020,2.83,DMK,Unassigned
Nilgiris,"On the advice of the Chairman of the Association, District Secretary, PB Mubarak, headed by District Art Literary Association Deputy Commissioner Visalakshi, vegetables were distributed to 300 families in the 7th Ward area. # Makkalpaniyiltimuka",25-05-2020,2.83,DMK,Unassigned
Nilgiris,"District Secretary @ BMMubarak2, Chairman of the Association, Chief General Committee Member Mursoli Venkatesh and Deputy Director of the District Trade Organization Tavamani distributed vegetables to over 750 families in the Osati area. # Makkalpaniyiltimuka",25-05-2020,3.16,DMK,Unassigned
Coimbatore,"The distribution of rice, pulses and vegetables to 300 families belonging to Madukarai Pachapalayam, Palaturai and Nasipalayam villages under the leadership of Siva Sivakumar, Kovai Western District Secretary",25-05-2020,2.83,MNM,KINATHUKADAVU
Coimbatore,"As per the instructions of the President of the Kovai Municipal East District, Kartrik MLA, Popeyanakan Budur Area 14 Circle Secretary AM Krishnaraju led 350 poor people with rice and groceries.",26-05-2020,3.16,DMK,Unassigned
Coimbatore,"On the advice of the President of the Association, Karnataka Municipal East District Collector N Karthik MLA, 25 persons were provided with rice and vegetables at the Muttami Tamil Artist Charity Forum led by Ganapathi Area 41st Circle Assistant Secretary A.Mariyaraj.",26-05-2020,1.73,DMK,Unassigned
Coimbatore,"Relief items were provided to 1620 families in Mettupalayam constituency, Jadavampalayam Urachchi, Jadhampalayam Budur, JJ Nagar, Ramampalayam, JJ Nagar, MGR Nagar, Thottabavi and Alangombu. Co-operatives and club mates",26-05-2020,4.58,DMK,METTUPPALAYAM
